fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	line	aoi	char_index_in_line	original_fixation_index	is_fixation_adjusted	reader_id	text_id	word_index_in_text	sent_index_in_text	char_index_in_text	word	character	text_id_numeric	text_domain_numeric	reader_discipline_numeric	level_of_studies_numeric	expert_reading_label_numeric	expert_reading_label	word_with_punct	word_index_in_sent	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_clause_end	is_sent_end	is_abbreviation	is_expert_technical_term	is_general_technical_term	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized	sent_surprisal_gpt2-base	text_surprisal_gpt2-base	sent_surprisal_gpt2-large	text_surprisal_gpt2-large	sent_surprisal_llama-7b	text_surprisal_llama-7b	sent_surprisal_llama-13b	text_surprisal_llama-13b	sent_surprisal_bert-base	text_surprisal_bert-base	FFD	SFD	FD	FPRT	FRT	TFT	TFC	RRT	RPD_inc	RPD_exc	RBRT	Fix	FPF	RR	FPReg	TRC_out	TRC_in	LP	SL_in	SL_out	mean_acc_tq	mean_acc_bq	gender_numeric	age	discipline_level_of_studies_numeric
1	biology	10	1	1	0	0	1	1	204	25	NA	10	1	1	1	1	False	10	b5	1	1	1	Ein	E	5	0	1	1	0	non-expert_reading	Ein	1	3	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	ART	Ein	3.0	art	eine	4.0	ein	1.0	562.600761425	562.682512215	17543.4333976	562.682512215	0.428085856899	1914.22304027	1063.64884892	11022.7206128	11717.9941609	859102.219201	1783188.21223	290087.985677	383818.354609	242134.778979	287624.465963	14903.9783425	3644.7281691	2977.8869754	0.0101295569273	0.0268804790931	4999.44503476	0.428085856899	5604.89138521	31.2502675537	18164.9029029	0.856171713799	19209.9723014	41.9524139761	4.330704212188721	4.330705165863037	4.394435882568359	4.39443302154541	14.961180686950684	14.720582008361816	17.72676658630371	17.567636489868164	0.7629249095916748	0.3932824730873108	204	204	204	204	204	790	3	586	204	0	204	1	1	1	0	0	1	1	1	1	0.6666666666666666	0.6666666666666666	1.0	34.0	3
2	biology	10	1	1	0	0	1	1	198	21	25.0	10	1	8	8	2	False	10	b5	2	1	8	Prion	n	5	0	1	1	0	non-expert_reading	Prion	2	5	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Prion	5.0	nn	Prion	5.0	pri-on	2.0	0.04087539498	0.04087539498	0.04087539498	41.1042971919	18.8357777036	0.504273719775	0.0775921600881	3574.03008594	12975.2823226	1309542.43372	3018939.37448	260640.500926	472893.175455	228289.669569	327622.668002	10343.3797233	3039.31451897	422.422681881	8.4866e-05	0.0935278122	3.84228712812	2.5685151414	3.92403791808	4.70894442589	3.91586283908	2.9966009983	4.10388965599	6.84937371039	16.24089241027832	16.240894317626953	17.182735443115234	17.182716369628906	15.457207679748535	15.4832124710083	16.413272857666016	16.36849594116211	5.96798586845398	0.0024374081622227	198	198	198	198	198	1265	5	1067	198	0	198	1	1	1	0	1	3	5	1	1	0.6666666666666666	0.6666666666666666	1.0	34.0	3
3	biology	10	1	1	0	0	1	1	154	24	21.0	10	1	11	11	3	False	10	b5	3	1	11	ist	t	5	0	1	1	0	non-expert_reading	ist	3	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	VAFIN	ist	3.0	vafin	sein	4.0	ist	1.0	6193.1128442	6201.98280491	17044.4184006	6201.98280491	0.428085856899	5647.61352462	10628.2947571	6392.98535058	321.920564388	917956.027182	2251465.76597	202181.475685	311508.232091	153618.244592	108375.49979	37971.7622471	6331.86028492	6216.50992029	0.0707295422332	0.285080866351	0.0	0.0	174.505236248	21.8323787019	0.0	0.0	350.048707529	42.380499833	6.44337797164917	6.443382740020752	6.957661151885986	6.957632064819336	7.964144706726074	7.987232208251953	8.311525344848633	8.30367374420166	1.2362616062164309	0.0023669579531997	154	154	154	154	154	478	3	324	154	0	154	1	1	1	0	1	1	3	1	1	0.6666666666666666	0.6666666666666666	1.0	34.0	3
4	biology	10	1	1	0	0	1	1	154	23	24.0	10	1	14	14	4	False	10	b5	4	1	14	ein	n	5	0	1	1	0	non-expert_reading	ein	4	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	ein	3.0	art	eine	4.0	ein	1.0	4621.55200817	4999.44503476	17543.4333976	4999.44503476	0.428085856899	5809.23325181	8404.82933604	11022.7206128	11717.9941609	1614569.79583	3344143.78548	401662.305848	493686.589782	324158.412201	289382.186491	45007.5949345	21503.4825387	20569.6023896	0.0272545875843	0.196343258894	0.0	0.0	1145.39396797	31.6783534106	13165.4578681	0.428085856899	22077.4630101	57.7915906814	2.0143790245056152	2.0143775939941406	1.823161482810974	1.8231544494628904	7.493062973022461	7.495980262756348	8.101747512817383	8.06482219696045	0.0085483351722359	0.0072375256568193	154	154	154	154	154	745	4	591	154	0	154	1	1	1	0	0	0	3	1	1	0.6666666666666666	0.6666666666666666	1.0	34.0	3
5	biology	10	1	1	0	0	1	1	216	30	23.0	10	1	20	20	5	False	10	b5	5	1	20	infektiöses	t	5	0	1	1	0	non-expert_reading	infektiöses	5	11	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	ADJA	infektiöses	11.0	adja	infektiös	9.0	in-fek-ti-ö-ses	5.0	0.0	0.0	0.743932188635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.874712944030762	14.874727249145508	7.3292717933654785	7.32931661605835	9.1038179397583	9.056809425354004	5.927681922912598	5.9039483070373535	0.0236123024596963	0.0006028991720086	216	216	216	216	216	1537	6	1321	216	0	216	1	1	1	0	0	1	6	1	1	0.6666666666666666	0.6666666666666666	1.0	34.0	3
6	biology	10	1	1	0	0	1	1	230	44	30.0	10	1	28	28	6	False	10	b5	6	1	28	Protein	o	5	0	1	1	0	non-expert_reading	Protein,	6	7	0.0	$,	0	0	0	0	0	0	0	0	1	0	0	0	NN	Protein	7.0	nn	Protein	7.0	pro-tein	2.0	0.915608847551	0.915608847551	4.20199060394	268.951923889	97.6035753731	3.40384760848	1.6759906579	2303.61463489	13104.9923373	2360039.05464	5380268.66668	462687.586487	799903.252596	277768.861037	343196.431476	10343.3797233	3039.31451897	1551.10678838	0.0747068283036	0.294451931339	0.0	0.0	0.138976342932	1.7123434276	1.97019403803	0.428085856899	2.58332496273	3.4246868552	7.497647762298584	7.497654914855957	1.7246977090835571	1.724700093269348	1.6268337965011597	1.6096910238265991	0.7391176223754883	0.7410135269165039	31.000209855730645	30.783396930624804	230	230	230	230	230	1616	6	1386	2517	1482	1035	1	1	1	1	2	0	3	1	-4	0.6666666666666666	0.6666666666666666	1.0	34.0	3
7	biology	10	1	1	0	0	1	1	364	27	44.0	10	1	6	6	7	False	10	b5	2	1	6	Prion	i	5	0	1	1	0	non-expert_reading	Prion	2	5	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Prion	5.0	nn	Prion	5.0	pri-on	2.0	0.04087539498	0.04087539498	0.04087539498	41.1042971919	18.8357777036	0.504273719775	0.0775921600881	3574.03008594	12975.2823226	1309542.43372	3018939.37448	260640.500926	472893.175455	228289.669569	327622.668002	10343.3797233	3039.31451897	422.422681881	8.4866e-05	0.0935278122	3.84228712812	2.5685151414	3.92403791808	4.70894442589	3.91586283908	2.9966009983	4.10388965599	6.84937371039	16.24089241027832	16.240894317626953	17.182735443115234	17.182716369628906	15.457207679748535	15.4832124710083	16.413272857666016	16.36849594116211	5.96798586845398	0.0024374081622227	198	198	198	198	198	1265	5	1067	198	0	198	1	1	1	0	1	3	5	1	1	0.6666666666666666	0.6666666666666666	1.0	34.0	3
8	biology	10	1	1	0	0	1	1	213	20	27.0	10	1	11	11	8	False	10	b5	3	1	11	ist	t	5	0	1	1	0	non-expert_reading	ist	3	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	VAFIN	ist	3.0	vafin	sein	4.0	ist	1.0	6193.1128442	6201.98280491	17044.4184006	6201.98280491	0.428085856899	5647.61352462	10628.2947571	6392.98535058	321.920564388	917956.027182	2251465.76597	202181.475685	311508.232091	153618.244592	108375.49979	37971.7622471	6331.86028492	6216.50992029	0.0707295422332	0.285080866351	0.0	0.0	174.505236248	21.8323787019	0.0	0.0	350.048707529	42.380499833	6.44337797164917	6.443382740020752	6.957661151885986	6.957632064819336	7.964144706726074	7.987232208251953	8.311525344848633	8.30367374420166	1.2362616062164309	0.0023669579531997	154	154	154	154	154	478	3	324	154	0	154	1	1	1	0	1	1	3	1	1	0.6666666666666666	0.6666666666666666	1.0	34.0	3
9	biology	10	1	1	0	0	1	1	187	26	20.0	10	1	14	14	9	False	10	b5	4	1	14	ein	n	5	0	1	1	0	non-expert_reading	ein	4	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	ein	3.0	art	eine	4.0	ein	1.0	4621.55200817	4999.44503476	17543.4333976	4999.44503476	0.428085856899	5809.23325181	8404.82933604	11022.7206128	11717.9941609	1614569.79583	3344143.78548	401662.305848	493686.589782	324158.412201	289382.186491	45007.5949345	21503.4825387	20569.6023896	0.0272545875843	0.196343258894	0.0	0.0	1145.39396797	31.6783534106	13165.4578681	0.428085856899	22077.4630101	57.7915906814	2.0143790245056152	2.0143775939941406	1.823161482810974	1.8231544494628904	7.493062973022461	7.495980262756348	8.101747512817383	8.06482219696045	0.0085483351722359	0.0072375256568193	154	154	154	154	154	745	4	591	154	0	154	1	1	1	0	0	0	3	1	1	0.6666666666666666	0.6666666666666666	1.0	34.0	3
10	biology	10	1	1	0	0	1	1	399	30	26.0	10	1	18	18	10	False	10	b5	5	1	18	infektiöses	e	5	0	1	1	0	non-expert_reading	infektiöses	5	11	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	ADJA	infektiöses	11.0	adja	infektiös	9.0	in-fek-ti-ö-ses	5.0	0.0	0.0	0.743932188635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.874712944030762	14.874727249145508	7.3292717933654785	7.32931661605835	9.1038179397583	9.056809425354004	5.927681922912598	5.9039483070373535	0.0236123024596963	0.0006028991720086	216	216	216	216	216	1537	6	1321	216	0	216	1	1	1	0	0	1	6	1	1	0.6666666666666666	0.6666666666666666	1.0	34.0	3
